MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1879,Pave,No_Alley_Access,Regular,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,Two_Story,Above_Average,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,GLQ,3,Unf,0,150,516,GasA,Typical,Y,SBrkr,516,516,1032,0,0,1,0,2,1,5,Typ,1,Detchd,Unf,2,462,Typical,Paved,213,0,0,0,0,0,No_Pool,Good_Privacy,None,0,12,2008,WD ,Normal,116.5,-93.645743,42.009489
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1950,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,Two_Story,Above_Average,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Good,CBlock,Typical,No,LwQ,4,GLQ,612,23,716,GasA,Typical,Y,SBrkr,716,840,1556,1,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,452,Typical,Paved,161,0,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2008,COD,Normal,151,-93.645743,42.009489
One_Story_1945_and_Older,Residential_Medium_Density,50,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Very_Good,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Good,BrkTil,Typical,No,Rec,6,GLQ,40,555,894,GasA,Typical,Y,SBrkr,919,0,919,1,0,1,0,2,1,5,Typ,0,Detchd,Unf,1,195,Typical,Partial_Pavement,0,0,116,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,126,-93.628409,42.022607
One_Story_1945_and_Older,Residential_Medium_Density,40,3636,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Below_Average,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,BrkTil,Fair,No,Unf,7,Unf,0,796,796,GasA,Fair,N,SBrkr,796,0,796,0,0,1,0,2,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,0,100,0,0,0,No_Pool,Minimum_Privacy,None,0,1,2008,WD ,Normal,55,-93.625291,42.022797
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,58,8155,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Good,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,780,780,GasA,Good,Y,FuseA,780,420,1200,0,0,1,0,4,1,7,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,96,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,119,-93.628385,42.021276
One_Story_1945_and_Older,Residential_Medium_Density,60,7392,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Good,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,520,520,GasA,Typical,Y,FuseA,912,0,912,0,0,1,0,2,1,5,Typ,0,Detchd,RFn,1,360,Typical,Paved,0,90,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,99.5,-93.626835,42.020379
Two_Story_1945_and_Older,C_all,60,5280,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Feedr,Norm,OneFam,Two_Story,Good,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Stone,Fair,No,Unf,7,Unf,0,173,173,GasA,Excellent,N,SBrkr,825,536,1361,0,0,1,0,2,1,6,Typ,0,Detchd,Unf,1,185,Typical,Paved,0,123,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,89,-93.615426,42.021162
Two_Story_1945_and_Older,C_all,50,8500,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Feedr,Norm,OneFam,Two_Story,Below_Average,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,Fair,BrkTil,Typical,No,Unf,7,Unf,0,649,649,GasA,Typical,N,SBrkr,649,668,1317,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,250,Fair,Dirt_Gravel,0,54,172,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,40,-93.616848,42.021506
One_and_Half_Story_Finished_All_Ages,C_all,52,5150,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Feedr,Norm,OneFam,One_and_Half_Fin,Good,1910,2000,Gable,CompShg,Plywood,Plywood,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,356,356,GasA,Typical,N,FuseA,671,378,1049,0,0,1,0,2,1,5,Typ,0,Detchd,Unf,1,195,Fair,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,80.9,-93.616849,42.021594
One_Story_1945_and_Older,C_all,120,18000,Grvl,No_Alley_Access,Regular,Low,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Below_Average,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,894,894,GasA,Typical,Y,SBrkr,894,0,894,0,0,1,0,2,1,6,Typ,0,Detchd,RFn,3,1248,Typical,Paved,0,20,0,0,0,0,No_Pool,No_Fence,Shed,560,8,2008,ConLD,Normal,81,-93.604195,42.022458
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,3811,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Average,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,120,1594,GasA,Excellent,Y,SBrkr,1646,0,1646,1,1,2,0,2,1,5,Typ,1,Attchd,Fin,2,482,Typical,Paved,128,53,0,0,155,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,250,-93.615985,42.008806
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,23730,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,1140,1840,GasA,Excellent,Y,SBrkr,2032,0,2032,1,0,3,0,3,1,7,Typ,0,Attchd,Fin,3,786,Typical,Paved,0,46,192,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,300,-93.607342,41.99507
Two_Story_1946_and_Newer,Residential_Low_Density,0,11050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,Two_Story,Average,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,910,910,GasA,Excellent,Y,SBrkr,910,910,1820,0,0,2,1,3,1,8,Typ,1,Attchd,Unf,3,816,Typical,Paved,318,32,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,213,-93.60489,41.997062
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,10125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,LwQ,279,276,1196,GasA,Typical,Y,SBrkr,1279,0,1279,0,1,2,0,3,1,6,Typ,2,Detchd,Unf,2,473,Typical,Paved,238,83,0,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2008,WD ,Normal,171.5,-93.604548,41.996919
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,164660,Grvl,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Sev,Timberland,Norm,Norm,TwoFmCon,One_and_Half_Fin,Above_Average,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,Gd,ALQ,1,BLQ,147,103,1499,GasA,Excellent,Y,SBrkr,1619,167,1786,2,0,2,0,3,1,7,Typ,2,Attchd,Fin,2,529,Typical,Paved,670,0,0,0,0,0,No_Pool,No_Fence,Shed,700,8,2008,WD ,Normal,228.95,-93.658875,41.998543
One_Story_PUD_1946_and_Newer,Residential_Low_Density,42,4084,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,TwnhsE,One_Story,Above_Average,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340,Typical,CBlock,Typical,Av,GLQ,3,Unf,0,384,1277,GasA,Good,Y,SBrkr,1501,0,1501,1,0,2,0,2,1,6,Typ,1,Attchd,Fin,2,512,Typical,Paved,240,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,241.5,-93.639793,42.00514
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,11563,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,482,1518,GasA,Excellent,Y,SBrkr,1537,0,1537,1,0,2,0,3,1,8,Typ,0,Attchd,Fin,3,788,Typical,Paved,0,26,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,294,-93.653122,41.995141
Split_or_Multilevel,Residential_Low_Density,73,9802,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,SLvl,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,352,352,GasA,Good,Y,SBrkr,712,730,1442,0,0,2,1,3,1,6,Typ,0,BuiltIn,Fin,2,400,Typical,Paved,100,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,172.5,-93.649198,41.995142
Split_or_Multilevel,Residential_Low_Density,73,9735,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,SLvl,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,384,384,GasA,Good,Y,Unknown,754,640,1394,0,0,2,1,3,1,7,Typ,0,BuiltIn,Fin,2,400,Typical,Paved,100,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,167.5,-93.649475,41.993751
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,12890,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128,Typical,CBlock,Typical,No,Unf,7,Unf,0,1495,1495,GasA,Excellent,Y,SBrkr,1495,0,1495,0,0,2,0,3,1,8,Typ,1,Attchd,Unf,2,438,Typical,Paved,252,0,192,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,150,-93.644679,41.999812
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,47,12416,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132,Typical,CBlock,Fair,No,ALQ,1,LwQ,208,0,1606,GasA,Typical,Y,SBrkr,1651,0,1651,1,0,2,0,3,1,7,Min2,1,Attchd,Fin,2,616,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,184,-93.646054,41.999575
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,11202,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206,Typical,PConc,Typical,Av,GLQ,3,Unf,0,403,1432,GasA,Excellent,Y,SBrkr,1440,0,1440,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,2,467,Typical,Paved,185,95,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,232.5,-93.646726,41.995512
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7915,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,443,1666,GasA,Excellent,Y,SBrkr,1675,0,1675,1,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,435,Typical,Paved,165,52,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,195,-93.646645,41.99639
Two_Story_1946_and_Newer,Residential_Low_Density,85,12244,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,611,1482,GasA,Excellent,Y,SBrkr,1482,780,2262,1,0,2,1,4,1,10,Typ,2,Attchd,Fin,3,749,Typical,Paved,168,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,305,-93.647834,41.99423
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11447,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674,Typical,PConc,Typical,Av,GLQ,3,Unf,0,393,1964,GasA,Excellent,Y,SBrkr,1964,0,1964,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,3,892,Typical,Paved,0,265,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,370,-93.64721399999999,41.993611
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,32,4500,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Mitchell,Norm,Norm,TwnhsE,One_Story,Average,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,Typical,PConc,Typical,No,GLQ,3,Unf,0,325,1189,GasA,Excellent,Y,SBrkr,1189,0,1189,1,0,2,0,2,1,4,Typ,0,Attchd,RFn,2,392,Typical,Paved,0,122,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,160.5,-93.608197,41.993059
Split_Foyer,Residential_Low_Density,150,14137,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,Typical,CBlock,Typical,Av,ALQ,1,LwQ,247,88,1200,GasA,Good,Y,SBrkr,1200,0,1200,1,0,1,0,3,1,6,Typ,0,More_Than_Two_Types,Fin,3,850,Typical,Paved,0,119,0,0,171,0,No_Pool,No_Fence,None,0,11,2008,ConLD,Normal,173,-93.606374,41.993185
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,4224,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,One_Story,Above_Average,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,271,1040,GasA,Good,Y,SBrkr,1040,0,1040,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,2,499,Typical,Paved,0,100,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,124,-93.605351,41.99261
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,41,2665,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Good,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,232,550,GasA,Typical,Y,SBrkr,925,550,1475,0,0,2,0,4,1,6,Typ,1,Attchd,Unf,1,336,Typical,Paved,92,26,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,129.5,-93.604184,41.990899
PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1974,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SFoyer,Good,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0,Good,CBlock,Typical,Av,GLQ,3,Unf,0,25,526,GasA,Good,Y,SBrkr,526,462,988,1,0,1,0,2,1,5,Typ,0,BuiltIn,RFn,1,297,Typical,Paved,120,101,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,105,-93.603601,41.991883
PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1596,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SLvl,Above_Average,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,CBlock,Typical,Gd,GLQ,3,Unf,0,25,462,GasA,Typical,Y,SBrkr,526,462,988,1,0,1,0,1,1,4,Typ,1,BuiltIn,RFn,1,297,Typical,Paved,0,101,0,120,0,0,No_Pool,Good_Wood,None,0,7,2008,WD ,Normal,94.9,-93.604269,41.991779
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,17979,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,328,1113,GasA,Excellent,Y,SBrkr,1160,0,1160,1,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,257,Typical,Paved,81,0,0,0,0,0,No_Pool,Good_Wood,Shed,500,2,2008,WD ,Normal,152.5,-93.601444,41.993249
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1477,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Excellent,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0,Good,CBlock,Typical,No,GLQ,3,Unf,0,188,546,GasA,Excellent,Y,SBrkr,546,546,1092,0,0,2,1,3,1,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,187,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,98,-93.603178,41.992133
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,21750,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,Mitchell,Artery,Norm,OneFam,One_Story,Average,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,988,988,GasA,Excellent,Y,FuseA,988,0,988,0,0,1,0,2,1,4,Typ,0,Attchd,RFn,2,520,Typical,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,113,-93.610109,41.988675
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,37,6951,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,218,876,GasA,Typical,Y,SBrkr,923,0,923,1,0,1,0,3,1,5,Typ,0,Attchd,Unf,1,264,Typical,Paved,362,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2008,WD ,Normal,119.5,-93.604761,41.988934
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Excellent,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,175,816,GasA,Excellent,Y,SBrkr,816,0,816,0,1,1,0,3,1,5,Typ,1,Attchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2008,WD ,Normal,130.5,-93.603917,41.98811
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Very_Good,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0,Good,PConc,Good,No,GLQ,3,Unf,0,0,816,GasA,Excellent,Y,SBrkr,816,0,816,1,0,1,0,2,1,4,Typ,0,Detchd,Fin,2,816,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,138,-93.603916,41.988076
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0,Typical,CBlock,Typical,No,GLQ,3,Unf,0,207,845,GasA,Good,Y,SBrkr,845,0,845,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,134.5,-93.603886,41.987289
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,12395,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,217,864,GasA,Typical,Y,SBrkr,889,0,889,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,2,484,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,137.5,-93.603722,41.986498
Two_Story_1946_and_Newer,Residential_Low_Density,0,11075,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,Two_Story,Below_Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232,Typical,CBlock,Typical,Av,ALQ,1,LwQ,193,29,784,GasA,Excellent,Y,SBrkr,1168,800,1968,0,1,2,1,4,1,7,Min2,1,Attchd,RFn,2,530,Typical,Paved,305,189,0,0,0,0,No_Pool,Minimum_Privacy,Shed,400,9,2008,WD ,Normal,172,-93.600066,41.991885
Two_Story_1945_and_Older,I_all,0,56600,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,Two_and_Half_Unf,Very_Poor,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,686,686,GasA,Excellent,Y,SBrkr,1150,686,1836,0,0,2,0,4,1,7,Maj1,0,Detchd,Unf,1,288,Fair,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,103,-93.577427,42.022745
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10667,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302,Typical,CBlock,Typical,No,BLQ,2,Unf,0,749,1587,GasA,Typical,Y,SBrkr,1587,0,1587,0,0,2,0,3,1,7,Typ,1,Attchd,Unf,2,525,Typical,Paved,0,44,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,167.3,-93.618504,42.051297
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10628,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0,Good,CBlock,Good,Gd,GLQ,3,Unf,0,499,1277,GasA,Typical,Y,SBrkr,1277,0,1277,1,0,1,0,2,1,5,Typ,1,Attchd,Unf,2,526,Typical,Paved,0,0,0,0,176,0,No_Pool,Good_Wood,None,0,4,2007,WD ,Normal,167,-93.618503,42.051357
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,13651,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,Good,CBlock,Typical,Gd,ALQ,1,Unf,0,343,2223,GasA,Excellent,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,8,Typ,2,Attchd,Fin,2,516,Typical,Paved,300,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,WD ,Normal,244,-93.617273,42.049671
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,15865,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Mod,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0,Good,PConc,Good,Gd,ALQ,1,Rec,823,1043,2217,GasA,Excellent,Y,SBrkr,2217,0,2217,1,0,2,0,4,1,8,Typ,1,Attchd,Unf,2,621,Typical,Paved,81,207,0,0,224,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,268,-93.61728,42.050443
Two_Story_1946_and_Newer,Residential_Low_Density,0,10364,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,806,806,GasA,Good,Y,SBrkr,806,766,1572,0,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,373,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,168,-93.63736,42.060466
